score,title,source_kind,docs_type,hit_count,category_count,categories,matched_queries,url,raw_status,reasons
26.2,信息化指引手册,docs,docx,3,2,入职 | 餐补福利,入职 | 福利 | 补贴,https://www.feishu.cn/docx/Jh7TdpqyXoiSb8xVFEGcIX0wn0b,,覆盖类别 2 | 命中次数 3 | 标题强信号 2 | 可读取正文 | 正文强信号 6
21.8,HR常见问题及解决方案总览,docs,docx,5,2,入职 | 餐补福利,入职 | 福利 | 补贴 | 餐卡 | 餐费,https://www.feishu.cn/docx/B0zBdIpZuo2M3nxDYbtcwAcLnze,,覆盖类别 2 | 命中次数 5 | 可读取正文 | 正文强信号 4
14.0,要不要转？怎么转？社保公积金转移指南,wiki,8,1,1,入职,入职,https://my-ichery.feishu.cn/wiki/BQe6w6INzidMJxkCuzTcQodWnFb,,覆盖类别 1 | 命中次数 1 | 标题强信号 3 | 知识库来源
13.0,新人入职指南,wiki,8,2,1,入职,入职 | 新员工入职,https://my-ichery.feishu.cn/wiki/FvbDwS3KTiuH1lkyCewcpQWDnJb,,覆盖类别 1 | 命中次数 2 | 标题强信号 2 | 知识库来源
11.5,新员工入职,docs,docx,2,1,入职,入职 | 新员工入职,https://www.feishu.cn/docx/UNYMdY4Voo5YPtxfRE8cPamPnwh,,覆盖类别 1 | 命中次数 2 | 标题强信号 1 | 可读取正文
11.5,关于进一步规范出差审批和费用报销管理的通知（股份）.pdf,wiki,5,1,1,餐补福利,补贴,https://my-ichery.feishu.cn/wiki/I4hRwJTtqikwIDkWLPUcX4IYnse,,覆盖类别 1 | 命中次数 1 | 标题强信号 2 | 知识库来源
10.5,国内差旅报销操作方法及注意事项,docs,docx,1,1,餐补福利,补贴,https://www.feishu.cn/docx/Cugedhbluo8SvpxA09ucGPkQn7f,rate_limited,覆盖类别 1 | 命中次数 1 | 标题强信号 2
10.5,入职指南,docs,docx,1,1,入职,入职,https://www.feishu.cn/docx/doxcnyzM1jOYaHHvJF6BtyrXpjb,rate_limited,覆盖类别 1 | 命中次数 1 | 标题强信号 2
10.0,芜湖市紫云英“高校毕业生保险费补贴”政策申请指南,docs,docx,1,1,餐补福利,补贴,https://www.feishu.cn/docx/WC60dxpgnojNm2xIL80cCC3pniV,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 可读取正文
9.5,新员工入职须知,docs,docx,2,1,入职,入职 | 新员工入职,https://www.feishu.cn/docx/LOyadT33WoZrFJxvsBgcGbYYnWc,rate_limited,覆盖类别 1 | 命中次数 2 | 标题强信号 1
9.0,26校招话术,docs,docx,2,1,餐补福利,加班餐 | 餐补,https://www.feishu.cn/docx/AxtydVGtXofBFPxCKJbczcbunHb,,覆盖类别 1 | 命中次数 2 | 可读取正文
9.0,离职退费（对接一卡通） SDC 接口,wiki,8,1,1,餐补福利,餐费,https://my-ichery.feishu.cn/wiki/AoVjwhZ10ipaWQkJZURcBV5GnWg,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,奇瑞数据合规制度体系,wiki,8,1,1,餐补福利,福利,https://my-ichery.feishu.cn/wiki/Yiabw3Ue9ieSiikr7LEccwFOnLe,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,数据跨境要求指引,wiki,8,1,1,餐补福利,福利,https://my-ichery.feishu.cn/wiki/YZ8nwnLMmi6vnhkrMkVcCyxNnkg,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,2026年奇瑞KOC运营SOP,wiki,8,1,1,餐补福利,福利,https://my-ichery.feishu.cn/wiki/PCquwvJjtiNMiokXB1CcI1E2nEg,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,VPN申请、注销、续期流程.docx,wiki,5,1,1,餐补福利,福利,https://my-ichery.feishu.cn/wiki/DeJgwFMNyilUMeksrFdcePZanaf,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,日常费用报销单,wiki,8,1,1,餐补福利,补贴,https://my-ichery.feishu.cn/wiki/VxaUwUmrkihRpZkXt94ckWtCnXb,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,奇瑞商旅操作指南（股份）,wiki,8,1,1,餐补福利,补贴,https://my-ichery.feishu.cn/wiki/Nv8KwsV2Xizdxqk2vmscdhDrngc,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,差旅相关问题,wiki,8,1,1,餐补福利,补贴,https://my-ichery.feishu.cn/wiki/UgrIww0E4iS8TEk0LCsc5PPPnKh,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,星途EX7产品盲定及预售FAQ,wiki,2,1,1,餐补福利,补贴,https://my-ichery.feishu.cn/wiki/XnGJw2Y8mipgYLktBDHcwKA7nNR,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,🤖 新人指南,wiki,8,1,1,入职,入职,https://my-ichery.feishu.cn/wiki/GoG9wULgPicNUtk951rc7GwynHf,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,入职必看,wiki,8,1,1,入职,入职,https://my-ichery.feishu.cn/wiki/WKrUwEBhfizt8pkBYwHcaf1enye,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,Apollo iOS 项目新员工指引,wiki,8,1,1,入职,新员工入职,https://my-ichery.feishu.cn/wiki/NSNkwlEcOixfA5kLX7PcmMOVnoc,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,新人入职文档梳理责任表,wiki,8,1,1,入职,新员工入职,https://my-ichery.feishu.cn/wiki/Kknqw2MF3iOuRckt2h3cXK8fnfc,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,赛道一参赛指南：知识共享·全员共创（个人赛）,wiki,8,1,1,入职,新员工入职,https://my-ichery.feishu.cn/wiki/PeF7w0Otjii1dmk5umcc1eiUnOh,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
8.7,速通捷途研发教程（限时免费版）,docs,docx,1,1,餐补福利,餐费,https://www.feishu.cn/docx/HCitdop5RoAoQKxdKZvcBhw7n6f,,覆盖类别 1 | 命中次数 1 | 可读取正文 | 正文强信号 1
8.0,2026年费用预提表-威蓝动力,wiki,2,2,1,餐补福利,福利 | 餐费,https://my-ichery.feishu.cn/wiki/HXdNw8gx5iqvozkNRgOcnhpjnfe,,覆盖类别 1 | 命中次数 2 | 知识库来源
8.0,开阳-行政服务,wiki,8,2,1,餐补福利,加班餐 | 餐卡,https://my-ichery.feishu.cn/wiki/NSbGwd0jCi4cdakMFwPcMG7cnme,,覆盖类别 1 | 命中次数 2 | 知识库来源
8.0,内部问题反馈与业务熟悉记录,wiki,3,2,1,入职,入职 | 新员工入职,https://my-ichery.feishu.cn/wiki/GIFnwlhdYiZhxYkVB2Pcne6hnUe,,覆盖类别 1 | 命中次数 2 | 知识库来源
8.0,信息安全知识库,wiki,8,2,1,入职,入职 | 新员工入职,https://my-ichery.feishu.cn/wiki/Mh1HwSm1IiGU3KkbQuhcymhdnJc,,覆盖类别 1 | 命中次数 2 | 知识库来源
8.0,补卡、请假申请流程及注意事项,docs,docx,1,1,餐补福利,补贴,https://www.feishu.cn/docx/FP3zdceUio1HQAxSYqqcsYcTnXd,rate_limited,覆盖类别 1 | 命中次数 1 | 标题强信号 1
8.0,信息化指南,docs,docx,1,1,入职,入职,https://www.feishu.cn/docx/DeqcdXPnYoKorCx2F9FcqNmWnyc,rate_limited,覆盖类别 1 | 命中次数 1 | 标题强信号 1
8.0,新人必备指南,docs,docx,1,1,入职,入职办理,https://www.feishu.cn/docx/U9LLdzGfioj4XjxNwSscJR15nTf,rate_limited,覆盖类别 1 | 命中次数 1 | 标题强信号 1
7.5,新员工入职培训,wiki,8,2,1,入职,入职 | 新员工入职,https://my-ichery.feishu.cn/wiki/Big0wPSubielFVkgWPbcJnxDnyg,,覆盖类别 1 | 命中次数 2 | 标题强信号 1 | 标题疑似噪声 -1 | 知识库来源
7.5,招聘宣传落地页,docs,docx,1,1,餐补福利,福利,https://www.feishu.cn/docx/doxcnaYfmLKUn33646TZUvWQoMm,,覆盖类别 1 | 命中次数 1 | 可读取正文
7.5,宅家电影清单,docs,docx,1,1,餐补福利,福利,https://www.feishu.cn/docx/doxcnc78f5ZcxITi8N1O2YpOSGd,,覆盖类别 1 | 命中次数 1 | 可读取正文
7.5,直播策划方案,docs,docx,1,1,餐补福利,福利,https://www.feishu.cn/docx/CkTrdOrOJonxTUxFDZXcXu7pnCe,,覆盖类别 1 | 命中次数 1 | 可读取正文
7.5,校招面试话术 副本,docs,docx,1,1,餐补福利,福利,https://www.feishu.cn/docx/Hc2VdjCyJoh5cmxeLaXc0sCfnLe,,覆盖类别 1 | 命中次数 1 | 可读取正文
6.5,维修套餐+保养政策优化,wiki,8,1,1,餐补福利,餐费,https://my-ichery.feishu.cn/wiki/OIZ2wGFhuigl2DkEc9UcbIJBnhe,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,【V20251207】索赔参数优化、索赔单生成发票*Pro,wiki,8,1,1,餐补福利,餐费,https://my-ichery.feishu.cn/wiki/KxhAwJgAbiBz71kcghccJPOdnNc,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,迁移文档 Migration Document,wiki,8,1,1,餐补福利,餐费,https://my-ichery.feishu.cn/wiki/HQ3XwXUC6iHVKZkX45NcoTctnYP,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,计划物流餐卡充值需求,wiki,2,1,1,餐补福利,餐卡,https://my-ichery.feishu.cn/wiki/HNIzwlYMtiArPUk8HZecrffKnNh,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,揭秘：5个无痛减脂的“微习惯”,wiki,8,1,1,餐补福利,餐卡,https://my-ichery.feishu.cn/wiki/T1DRwywZviaAWkkJzt2ciQFAnmh,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,对胖东来模式的思考,wiki,8,1,1,餐补福利,福利,https://my-ichery.feishu.cn/wiki/D7ivwNlGTinAXaknJbOcFjJ4nWf,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,AU 澳大利亚 Australia,wiki,8,1,1,餐补福利,福利,https://my-ichery.feishu.cn/wiki/Ikx6wFsrViWZBPk2H1DcCFIpn9e,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,大客户档案变更推送接口,wiki,8,1,1,餐补福利,福利,https://my-ichery.feishu.cn/wiki/Pwx0wWt5HiERJ9kviracadmlnKc,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,费用&项目常见问题解答,wiki,8,1,1,餐补福利,补贴,https://my-ichery.feishu.cn/wiki/SVtSwdU6RiiM0YkdpQ7ch0IwnNg,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,A05.SAP HR薪酬管理操作概述,wiki,8,1,1,餐补福利,补贴,https://my-ichery.feishu.cn/wiki/WGYowyekxim4HAkl6dBcPA77nch,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,财务共享系统的报账单关联不了出差申请单,wiki,8,1,1,餐补福利,补贴,https://my-ichery.feishu.cn/wiki/W6GNwemvGi7eUjkee67cD32Fnbe,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,SDC三期数据库设计.docx,wiki,5,1,1,入职,入职办理,https://my-ichery.feishu.cn/wiki/VmM0wlpywipGrXk2O3IcxrXBn8g,,覆盖类别 1 | 命中次数 1 | 知识库来源
5.5,招聘启事,docs,docx,1,1,餐补福利,福利,https://www.feishu.cn/docx/doxcnvjyCz7jVfTlWfNq29fZ9zh,rate_limited,覆盖类别 1 | 命中次数 1
5.5,电商直播玩法及话术,docs,docx,1,1,餐补福利,福利,https://www.feishu.cn/docx/doxcncDdvansAbDuEEGL79vEMrc,rate_limited,覆盖类别 1 | 命中次数 1
5.5,芜湖市“紫云英人才计划”政策,docs,docx,1,1,餐补福利,补贴,https://www.feishu.cn/docx/C0xrdpErMoR3GAxQ8RHcFAEVnAe,rate_limited,覆盖类别 1 | 命中次数 1
5.5,《墨甲机器人出国管理规定》2024版(1),docs,docx,1,1,餐补福利,补贴,https://www.feishu.cn/docx/YGkbdWbBno7ufjxg21RcgiBpnhc,rate_limited,覆盖类别 1 | 命中次数 1
5.5,党组织关系转入需知,docs,docx,1,1,入职,入职,https://www.feishu.cn/docx/S28tdDnsAoK4vjxweQ2cMJ8Unyc,rate_limited,覆盖类别 1 | 命中次数 1
5.5,Mの个人说明书,docs,docx,1,1,入职,入职,https://www.feishu.cn/docx/Fx74d8iEooa7Qax7pkacMudLnLd,rate_limited,覆盖类别 1 | 命中次数 1
5.5,"""人气讲师""投票",docs,docx,1,1,入职,新员工入职,https://www.feishu.cn/docx/GYlYdWIVpoQL1pxMDnQcnPeenNd,rate_limited,覆盖类别 1 | 命中次数 1
5.5,学习笔记-王志芳-第一周,docs,docx,1,1,入职,新员工入职,https://www.feishu.cn/docx/NO2VdsEAzo28cTxFtrNcZJuPn6e,rate_limited,覆盖类别 1 | 命中次数 1
5.0,2026 工作日报,wiki,8,2,1,入职,入职 | 新员工入职,https://my-ichery.feishu.cn/wiki/PtSmwFBa5iWJDgkrB5icubYznib,,覆盖类别 1 | 命中次数 2 | 标题疑似噪声 -1 | 知识库来源
2.5,科技EMS自制项目周报,docs,docx,1,1,餐补福利,补贴,https://www.feishu.cn/docx/GzYVdIltrong4WxcdL4cZAdGnYf,rate_limited,覆盖类别 1 | 命中次数 1 | 标题疑似噪声 -1
