score,title,source_kind,docs_type,hit_count,category_count,categories,matched_queries,url,raw_status,reasons
24.2,信息化指引手册,docs,docx,4,1,报销,报销 | 报销标准 | 报销流程 | 费用报销,https://www.feishu.cn/docx/Jh7TdpqyXoiSb8xVFEGcIX0wn0b,,覆盖类别 1 | 命中次数 4 | 标题强信号 2 | 可读取正文 | 正文强信号 6
20.5,iCAR 行政后勤服务手册,docs,docx,4,1,报销,发票报销 | 报销 | 报销流程 | 费用报销,https://www.feishu.cn/docx/H75vdwtHIo9u6px1gHtcXf2LnGh,,覆盖类别 1 | 命中次数 4 | 标题强信号 1 | 可读取正文 | 正文强信号 5
19.0,国内差旅报销操作方法及注意事项,docs,docx,3,2,差旅 | 报销,发票报销 | 差旅 | 报销,https://www.feishu.cn/docx/Cugedhbluo8SvpxA09ucGPkQn7f,,覆盖类别 2 | 命中次数 3 | 标题强信号 2 | 可读取正文
18.0,《墨甲机器人员工出入境指南与海外工作安全提醒》-,docs,docx,4,2,差旅 | 报销,差旅 | 报销标准 | 报销流程 | 费用报销,https://www.feishu.cn/docx/XNh2dAu6EoQMAjxJnbNc6PJfnMj,,覆盖类别 2 | 命中次数 4 | 标题强信号 1 | 可读取正文
18.0,差旅费报销,wiki,8,3,2,差旅 | 报销,差旅 | 报销 | 费用报销,https://my-ichery.feishu.cn/wiki/ODD6wPaHliQ4Amkk29JchNpTnSg,,覆盖类别 2 | 命中次数 3 | 标题强信号 2 | 知识库来源
18.0,报销差旅费，收款银行账户选择不到，无法提交单据,wiki,8,3,2,差旅 | 报销,差旅 | 报销 | 费用报销,https://my-ichery.feishu.cn/wiki/JmQSwakG8iaLQRkZPaLcIX7EncH,,覆盖类别 2 | 命中次数 3 | 标题强信号 2 | 知识库来源
16.5,差旅出行必须行程结束方可报销，行程未完结不允许报销吗？,wiki,8,2,2,差旅 | 报销,差旅 | 报销,https://my-ichery.feishu.cn/wiki/ZEKww9eMpiRxZPkBJugc4IaAnyg,,覆盖类别 2 | 命中次数 2 | 标题强信号 2 | 知识库来源
16.1,02.售后服务管理基准,docs,docx,2,2,差旅 | 报销,差旅 | 报销流程,https://www.feishu.cn/docx/OwoedEF1OoNfOPxQvNRcHPa5nGw,,覆盖类别 2 | 命中次数 2 | 可读取正文 | 正文强信号 3
16.0,内部问题反馈与业务熟悉记录,wiki,3,5,2,差旅 | 报销,发票报销 | 差旅 | 报销标准 | 报销流程 | 费用报销,https://my-ichery.feishu.cn/wiki/GIFnwlhdYiZhxYkVB2Pcne6hnUe,,覆盖类别 2 | 命中次数 5 | 知识库来源
16.0,关于进一步规范出差审批和费用报销管理的通知（股份）.pdf,wiki,5,4,1,报销,发票报销 | 报销 | 报销标准 | 费用报销,https://my-ichery.feishu.cn/wiki/I4hRwJTtqikwIDkWLPUcX4IYnse,,覆盖类别 1 | 命中次数 4 | 标题强信号 2 | 知识库来源
15.3,HR常见问题及解决方案总览,docs,docx,3,1,报销,报销 | 报销标准 | 费用报销,https://www.feishu.cn/docx/B0zBdIpZuo2M3nxDYbtcwAcLnze,,覆盖类别 1 | 命中次数 3 | 可读取正文 | 正文强信号 4
15.2,《墨甲机器人出国管理规定》2024版(1),docs,docx,3,2,差旅 | 报销,差旅 | 报销流程 | 费用报销,https://www.feishu.cn/docx/YGkbdWbBno7ufjxg21RcgiBpnhc,,覆盖类别 2 | 命中次数 3 | 可读取正文 | 正文强信号 1
13.6,补卡、请假申请流程及注意事项,docs,docx,1,1,加班与调休,加班申请,https://www.feishu.cn/docx/FP3zdceUio1HQAxSYqqcsYcTnXd,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 可读取正文 | 正文强信号 3
12.5,费用&项目常见问题解答,wiki,8,5,1,报销,发票报销 | 报销入口 | 报销标准 | 报销流程 | 费用报销,https://my-ichery.feishu.cn/wiki/SVtSwdU6RiiM0YkdpQ7ch0IwnNg,,覆盖类别 1 | 命中次数 5 | 知识库来源
12.0,因公行程变动产生退票、改签费如何报销？,wiki,8,3,1,报销,报销 | 报销标准 | 费用报销,https://my-ichery.feishu.cn/wiki/XQcVwut4sip4TZkoQ8BcWDkanbd,,覆盖类别 1 | 命中次数 3 | 标题强信号 1 | 知识库来源
11.0,业务流程说明及模板参考,docs,docx,3,1,报销,发票报销 | 报销 | 费用报销,https://www.feishu.cn/docx/KtUcd9ZqroKJVhxDX4Uc2g2znXe,rate_limited,覆盖类别 1 | 命中次数 3 | 标题强信号 1
10.5,日常费用报销单,wiki,8,2,1,报销,报销 | 费用报销,https://my-ichery.feishu.cn/wiki/VxaUwUmrkihRpZkXt94ckWtCnXb,,覆盖类别 1 | 命中次数 2 | 标题强信号 1 | 知识库来源
10.5,住宿或交通超过标准如何报销？,wiki,8,2,1,报销,报销 | 报销标准,https://my-ichery.feishu.cn/wiki/KDlBwsscGi2ypRkinqYcvdpknen,,覆盖类别 1 | 命中次数 2 | 标题强信号 1 | 知识库来源
10.5,墨甲机器人-海外差旅流程事项,docs,docx,1,1,差旅,差旅,https://www.feishu.cn/docx/GqKBdKAQLoqro4xyg2zc5YaAnbe,rate_limited,覆盖类别 1 | 命中次数 1 | 标题强信号 2
10.0,资产报账单报销时，付款金额小于发票金额（如有质保款的情况），应该怎么填写支付方式？,wiki,8,2,1,报销,发票报销 | 报销流程,https://my-ichery.feishu.cn/wiki/UjEFwfYfMiSB19klzMBc9kECnqh,,覆盖类别 1 | 命中次数 2 | 标题强信号 1 | 知识库来源
9.0,A04.01.SAP HR操作指南-缺勤&加班维护,wiki,8,1,1,加班与调休,加班申请,https://my-ichery.feishu.cn/wiki/Hcq9wruDEidu2qkib7ccqZiJncf,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,2025年06月外包供应商考勤表-星途项目,wiki,2,1,1,加班与调休,加班申请,https://my-ichery.feishu.cn/wiki/BeNdwimBniUFowk055wckbQTnue,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,2025年05月外包供应商考勤表-星途项目,wiki,2,1,1,加班与调休,加班申请,https://my-ichery.feishu.cn/wiki/FSpjwR8HBi4e3gkXGXGcsDG0nOb,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,2025年04月外包供应商考勤表-星途项目,wiki,2,1,1,加班与调休,加班申请,https://my-ichery.feishu.cn/wiki/KlXWwfUbei6NjJkw1rvcJYEKnj0,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,报销填单问题,wiki,8,1,1,报销,报销,https://my-ichery.feishu.cn/wiki/BEztwS31oiAePOkmPO6cwr9Tncb,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,使用ETC通行高速公路时，只有汇总单，没有发票如何报销?,wiki,8,1,1,报销,发票报销,https://my-ichery.feishu.cn/wiki/FCITwLLzNiJWs0krYuHcH6esnib,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,驻场外协管理规范(弃),wiki,8,1,1,报销,报销流程,https://my-ichery.feishu.cn/wiki/C7DIwak8EifVCZkibKMckzFlnye,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,报销作为固定资产管理的车辆需要哪些资料？,wiki,8,1,1,报销,报销标准,https://my-ichery.feishu.cn/wiki/Actfwr5LZiMbhlkP8ascZzmrnJH,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,差旅申请单,wiki,8,1,1,差旅,差旅,https://my-ichery.feishu.cn/wiki/Ln8hwTXnxiVygqknLs0c24fCnOc,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,差旅相关问题,wiki,8,1,1,差旅,差旅,https://my-ichery.feishu.cn/wiki/UgrIww0E4iS8TEk0LCsc5PPPnKh,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
9.0,奇瑞商旅操作指南（股份）,wiki,8,1,1,差旅,差旅,https://my-ichery.feishu.cn/wiki/Nv8KwsV2Xizdxqk2vmscdhDrngc,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 知识库来源
6.5,2026年1月加班申请.xls,wiki,5,1,1,加班与调休,加班申请,https://my-ichery.feishu.cn/wiki/KdUSwHscwiX1i7kxk2wc1CFAnLg,,覆盖类别 1 | 命中次数 1 | 知识库来源
6.5,开阳-行政服务,wiki,8,1,1,加班与调休,加班餐,https://my-ichery.feishu.cn/wiki/NSbGwd0jCi4cdakMFwPcMG7cnme,,覆盖类别 1 | 命中次数 1 | 知识库来源
