score,title,source_kind,docs_type,hit_count,category_count,categories,matched_queries,url,raw_status,reasons
16.0,EAM系统使用常见问题解决手册,docs,docx,1,1,密码与账号,修改密码,https://www.feishu.cn/docx/DdQHdC0Y6oKQI0xtQFUcfnKtnU5,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 可读取正文 | 正文强信号 5
15.5,VPN申请、注销、续期流程.docx,wiki,5,3,2,VPN与远程办公 | 邮箱与应用,VPN | 邮箱权限 | 邮箱申请,https://my-ichery.feishu.cn/wiki/DeJgwFMNyilUMeksrFdcePZanaf,,覆盖类别 2 | 命中次数 3 | 标题强信号 1 | 知识库来源
15.1,Mornine（墨茵）机器人操作手册 V0.4,docs,docx,2,1,密码与账号,修改密码 | 找回密码,https://www.feishu.cn/docx/IytJdnpZtoOPW8xV4klcp4aOnHh,,覆盖类别 1 | 命中次数 2 | 标题强信号 1 | 可读取正文 | 正文强信号 3
13.9,iChery学习手册,docs,docx,2,1,密码与账号,修改密码 | 找回密码,https://www.feishu.cn/docx/MQ0cdaWMeo4aODx2a4fcBKTfn8d,,覆盖类别 1 | 命中次数 2 | 标题强信号 1 | 可读取正文 | 正文强信号 2
13.6,信息化指南,docs,docx,1,1,密码与账号,修改密码,https://www.feishu.cn/docx/DeqcdXPnYoKorCx2F9FcqNmWnyc,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 可读取正文 | 正文强信号 3
12.5,奇瑞座舱本地设置-连接设置产品需求文档_V1.0.2_E0V_1125,docs,docx,2,2,VPN与远程办公 | 密码与账号,修改密码 | 远程连接,https://www.feishu.cn/docx/O6EPdap9OoREXxxQuXxcOqI3nsb,,覆盖类别 2 | 命中次数 2 | 可读取正文
11.5,如何修改域密码？,wiki,8,2,2,VPN与远程办公 | 密码与账号,VPN | 修改密码,https://my-ichery.feishu.cn/wiki/VG7rw0rn6iQgi0kWDfXc3PpKnVe,,覆盖类别 2 | 命中次数 2 | 知识库来源
11.5,系统管理,wiki,8,2,2,密码与账号 | 邮箱与应用,找回密码 | 邮箱权限,https://my-ichery.feishu.cn/wiki/ZS9LwZpy7iLKeFkw0JacLW0Snve,,覆盖类别 2 | 命中次数 2 | 知识库来源
11.5,TSP接口清单.doc,wiki,5,2,2,VPN与远程办公 | 密码与账号,找回密码 | 远程权限,https://my-ichery.feishu.cn/wiki/ABGSwLTUQitg6MkfW3acduJInSL,,覆盖类别 2 | 命中次数 2 | 知识库来源
11.5,【国际】-APP API接口协议(APP云)-V1.0.2.doc,wiki,5,2,2,VPN与远程办公 | 密码与账号,找回密码 | 远程权限,https://my-ichery.feishu.cn/wiki/TwPtwgmIZiE1aSkdjtUcvUZDnDe,,覆盖类别 2 | 命中次数 2 | 知识库来源
