score,title,source_kind,docs_type,hit_count,category_count,categories,matched_queries,url,raw_status,reasons
29.2,信息化指引手册,docs,docx,5,2,密码与账号 | 账号权限,密码重置 | 开通权限 | 忘记密码 | 权限开通 | 重置密码,https://www.feishu.cn/docx/Jh7TdpqyXoiSb8xVFEGcIX0wn0b,,覆盖类别 2 | 命中次数 5 | 标题强信号 2 | 可读取正文 | 正文强信号 6
22.5,EAM系统使用常见问题解决手册,docs,docx,3,2,密码与账号 | 账号权限,忘记密码 | 权限审批 | 系统权限,https://www.feishu.cn/docx/DdQHdC0Y6oKQI0xtQFUcfnKtnU5,,覆盖类别 2 | 命中次数 3 | 标题强信号 1 | 可读取正文 | 正文强信号 5
17.7,奇瑞国际人才发展系统说明答疑,docs,docx,3,2,密码与账号 | 账号权限,密码重置 | 账号开通 | 重置密码,https://www.feishu.cn/docx/Zu73ds4UCohc8OxBc5icjMtbnle,,覆盖类别 2 | 命中次数 3 | 标题强信号 1 | 可读取正文 | 正文强信号 1
17.0,登录账号、密码、权限,wiki,8,4,2,密码与账号 | 账号权限,密码重置 | 权限开通 | 访问权限 | 重置密码,https://my-ichery.feishu.cn/wiki/SKhdweH5Ai356DkojJycVDsdnhe,,覆盖类别 2 | 命中次数 4 | 标题强信号 1 | 知识库来源
16.7,OO的说明书,docs,docx,4,2,密码与账号 | 账号权限,密码重置 | 忘记密码 | 权限开通 | 重置密码,https://www.feishu.cn/docx/KvogdrYhtosw6cxeSBFcCvN7nvP,,覆盖类别 2 | 命中次数 4 | 可读取正文 | 正文强信号 1
15.7,星海大数据平台账号权限申请,docs,docx,4,1,账号权限,权限审批 | 权限开通 | 访问权限 | 账号开通,https://www.feishu.cn/docx/QlqQdLVrsoJeLCxpVQCc3Drfnyc,,覆盖类别 1 | 命中次数 4 | 标题强信号 1 | 可读取正文 | 正文强信号 1
13.0,各系统账号、权限申请(注销/变更)流程,wiki,8,2,1,账号权限,权限开通 | 系统权限,https://my-ichery.feishu.cn/wiki/LBdywjN2Mi4Zxikr5KdcAyaln2g,,覆盖类别 1 | 命中次数 2 | 标题强信号 2 | 知识库来源
13.0,合同系统中审批人权限需要修改，或者申请某个合同审批流程的发起权限，如何处理？,wiki,8,2,1,账号权限,权限审批 | 系统权限,https://my-ichery.feishu.cn/wiki/Ss35wbs5Xin5TckVOm5c9RdOnUe,,覆盖类别 1 | 命中次数 2 | 标题强信号 2 | 知识库来源
13.0,3.1.5 离职权限转移,wiki,8,2,1,账号权限,权限开通 | 访问权限,https://my-ichery.feishu.cn/wiki/YP2AwK9YgiYuT2kviEKcPWCBn1c,,覆盖类别 1 | 命中次数 2 | 标题强信号 2 | 知识库来源
12.0,3.1.2 项目权限申请,wiki,8,3,1,账号权限,权限审批 | 权限开通 | 访问权限,https://my-ichery.feishu.cn/wiki/RLhvwCwtQirXzgkZ2wwceuOFnfb,,覆盖类别 1 | 命中次数 3 | 标题强信号 1 | 知识库来源
11.5,如何申请应用系统的账号和权限？(例：OA、合同系统、SAP、MES、PQCP、SRM...等),wiki,8,3,1,账号权限,权限审批 | 系统权限 | 账号开通,https://my-ichery.feishu.cn/wiki/HWepwS7tciM6X5kO7alcgGMunah,,覆盖类别 1 | 命中次数 3 | 标题强信号 1 | 知识库来源
11.5,新人入职指南,wiki,8,1,1,账号权限,开通权限,https://my-ichery.feishu.cn/wiki/FvbDwS3KTiuH1lkyCewcpQWDnJb,,覆盖类别 1 | 命中次数 1 | 标题强信号 2 | 知识库来源
11.0,CGDES常见问题处理手册,docs,docx,3,1,密码与账号,密码重置 | 忘记密码 | 重置密码,https://www.feishu.cn/docx/LbWtdvmV3oPQpYxem6HcfpQGnEe,rate_limited,覆盖类别 1 | 命中次数 3 | 标题强信号 1
10.5,🤖 新人指南,wiki,8,2,1,账号权限,开通权限 | 账号开通,https://my-ichery.feishu.cn/wiki/GoG9wULgPicNUtk951rc7GwynHf,,覆盖类别 1 | 命中次数 2 | 标题强信号 1 | 知识库来源
10.5,如何申请VPN权限？,wiki,8,2,1,账号权限,权限开通 | 访问权限,https://my-ichery.feishu.cn/wiki/St3KwFWWvikYYlkHEHdciDzWnBf,,覆盖类别 1 | 命中次数 2 | 标题强信号 1 | 知识库来源
10.5,权限申请,wiki,8,2,1,账号权限,权限审批 | 权限开通,https://my-ichery.feishu.cn/wiki/Xk94wZxgSi8YSukx09VcvLzYnfh,,覆盖类别 1 | 命中次数 2 | 标题强信号 1 | 知识库来源
10.0,ODIN权限管理功能相关数据表统计,docs,docx,1,1,账号权限,系统权限,https://www.feishu.cn/docx/EpdCdAFndoMl7fxgiw8c3QwDnqg,,覆盖类别 1 | 命中次数 1 | 标题强信号 1 | 可读取正文
9.9,个人说明书（常见问题）,docs,docx,1,1,账号权限,系统权限,https://www.feishu.cn/docx/ZTDjdAIoHoTcSDxy9Z6c8OUlnBf,,覆盖类别 1 | 命中次数 1 | 可读取正文 | 正文强信号 2
9.5,用户自助重置密码后端设计方案,wiki,8,3,1,密码与账号,密码重置 | 忘记密码 | 重置密码,https://my-ichery.feishu.cn/wiki/MqgpwZmHVi8fkckFBGncfOIsnze,,覆盖类别 1 | 命中次数 3 | 知识库来源
